;Соотношение матрица-наполнитель;Плотность, кг/м3;модуль упругости, ГПа;Количество отвердителя, м.%;Содержание эпоксидных групп,%_2;Температура вспышки, С_2;Поверхностная плотность, г/м2;Модуль упругости при растяжении, ГПа;Прочность при растяжении, МПа;Потребление смолы, г/м2;Угол нашивки, град;Шаг нашивки;Плотность нашивки
10;0.22043990524693394;0.4389425335701924;0.500651916519622;0.6309830456633327;0.4188869582763597;0.5835962428969839;0.363665477530376;0.49042488625963543;0.4908453985775576;0.5292214598226429;0.0;0.6544369879940121;0.5060831722770273
11;0.49767357136718815;0.5185006210205838;0.3433942757700687;0.6309830456633327;0.4188869582763597;0.5835962428969839;0.363665477530376;0.49042488625963543;0.4908453985775576;0.5292214598226429;0.0;0.6544369879940121;0.557156130863542
12;0.7304207794306854;0.3328650836363387;0.4842582628507497;0.6309830456633327;0.4188869582763597;0.5835962428969839;0.363665477530376;0.49042488625963543;0.4908453985775576;0.5292214598226429;0.0;0.6544369879940121;0.7273993261519245
13;0.5008423475545187;0.6510974334379016;0.1818864285137706;0.6309830456633327;0.4188869582763597;0.5835962428969839;0.1622300759299859;0.2803027574302783;0.7125897643021948;0.5292214598226429;0.0;0.7274575886339234;0.33583997698864465
14;0.6313787897051696;0.2533069961859473;0.18856532445294083;0.6309830456633327;0.4188869582763597;0.5835962428969839;0.1622300759299859;0.2803027574302783;0.7125897643021948;0.5292214598226429;0.0;0.7274575886339234;0.5060831722770273
15;0.7649143192932504;0.4389425335701924;0.3057495895674729;0.6309830456633327;0.4188869582763597;0.5835962428969839;0.29393783851485633;0.5954859506743171;0.22384708066422376;0.1906590543540749;0.0;0.7274575886339234;0.557156130863542
16;0.9126901415771489;0.2798263586694114;0.3263934497430899;0.6309830456633327;0.4188869582763597;0.5835962428969839;0.29393783851485633;0.5954859506743171;0.22384708066422376;0.1906590543540749;0.0;0.7274575886339234;0.7273993261519245
17;0.48879554714093587;0.5715393459875102;0.12299070977745141;0.511256821226667;0.4956530602298741;0.5091642558680447;0.7820313116234937;0.78459586662074;0.3053041946038856;0.8000713841974973;1.0;0.28933398479445543;0.33583997698864465
18;0.22043990524693394;0.3593844461198019;0.2753909716621537;0.511256821226667;0.4956530602298741;0.5091642558680447;0.363665477530376;0.49042488625963543;0.4908453985775576;0.5292214598226429;1.0;0.28933398479445543;0.5060831722770273
19;0.7304207794306854;0.2533069961859473;0.3761815831078134;0.511256821226667;0.4956530602298741;0.5091642558680447;0.363665477530376;0.49042488625963543;0.4908453985775576;0.5292214598226429;1.0;0.28933398479445543;0.557156130863542
20;0.4279552084499407;0.4476274295676843;0.6886301316381063;0.6912472450114009;0.5014359449715364;0.2677513550728128;0.4302115631588233;0.9613015437920973;0.5445205159988042;0.6193234673392243;1.0;0.28933398479445543;0.7273993261519245
21;0.4096136410939015;0.4193070053658383;0.5458983683038058;0.7514930631151358;0.5570368768926548;0.8314601045061831;0.6694796558062363;0.6697478438690414;1.0;0.5502893869994588;1.0;0.36235458543436677;0.33583997698864465
22;0.31448672871438;0.6713365101728526;0.42813786035877277;0.43970923513915877;0.561911630310034;0.6431394760607974;0.4237871415390086;0.5209178066172786;0.5594611453537637;0.38769748513100466;1.0;0.36235458543436677;0.5060831722770273
23;0.27462829534014743;0.6198585037808417;0.5062952080895308;0.6757001377564842;0.8099749856252862;0.7166936230004697;0.11648986696365214;0.7348449292321462;0.49802651071723014;0.201982481992287;1.0;0.36235458543436677;0.557156130863542
24;0.5786212545403948;0.35383528640517437;0.28892256501271296;0.4688352463632323;0.1642788412840379;0.7198103269609937;0.40758781559778456;0.4281683550622599;0.736633049759108;0.717380494392978;1.0;0.36235458543436677;0.7273993261519245
25;0.4535924629097704;0.28531884696739773;0.3877497644577725;0.4044063572456474;0.5500630840169749;0.40437793165562885;0.6228916272739972;0.5646836785910425;0.4229964371980568;0.21373661520005607;1.0;0.5083957867141894;0.33583997698864465
26;0.36407055781363273;0.5937031467193341;0.23772644637925275;0.773291231240089;0.44994091769877076;0.7311510822169198;0.4143121164550026;0.42181522535322724;0.5922145107244656;0.6682929815715436;1.0;0.5083957867141894;0.5060831722770273
27;0.3001517516306754;0.5016053913895364;0.6006678334501377;0.7732863103087428;0.30580154977178586;0.2548883945606122;0.37563831595045116;0.6374494761096257;0.4881522323988807;0.33452672565094055;1.0;0.5083957867141894;0.557156130863542
28;0.25678810470297;0.23339509167408146;0.48488600775076446;0.2872734187758977;0.49779848211342803;0.7806845821717037;0.6696374726230976;0.3400357442461628;0.6298233908890276;0.2020221033920421;1.0;0.5083957867141894;0.7273993261519245
29;0.5726531591053657;0.5981833810960957;0.20468600724730676;0.2013865835996571;0.6474534547794828;0.36563634360166786;0.0905928558099373;0.12136889812610008;0.4937166927327703;0.4852712563943695;1.0;0.6544369879940121;0.33583997698864465
30;0.5112434781568345;0.33900547400484893;0.716861042044906;0.6627586981693268;0.5707661425885493;0.6561486849285936;0.2919149695365717;0.6137950821672122;0.42902559935592555;0.4634734848903217;1.0;0.6544369879940121;0.5060831722770273
31;0.49693339968659567;0.25322702878354075;0.6076782958777006;0.4929523332955465;0.7532027003114417;0.5548025919027486;0.31590532923782216;0.3875189784415003;0.7478387809487008;0.43507118926949906;1.0;0.6544369879940121;0.557156130863542
32;0.5664708001150089;0.07624941173109434;0.4586808109235375;0.29834720716529023;0.5827328271455188;0.48238438889250235;0.44506308836660047;0.2387699886914323;0.7892149879360544;0.6405088482694636;1.0;0.6544369879940121;0.7273993261519245
33;0.3936610082717604;0.33005562524381116;0.32046057819958884;0.13686728929728154;0.6318371442546806;0.7052192052370816;0.35352246648739016;0.547852577805962;0.26070878982424694;0.5383609088246141;1.0;0.7274575886339234;0.33583997698864465
34;0.954864325869671;0.5114439439657588;0.9530536375264548;0.6543349668953855;0.7316509863034912;0.5185551912202957;0.5343934743960477;0.42791185515628083;0.05546666212881168;0.704940066764769;1.0;0.7274575886339234;0.5060831722770273
35;0.3979199481836764;0.7982688558029913;0.5639864513936306;0.5022098766803083;0.5876105362324866;0.43984126042728633;0.2150913895267133;0.37353775756293217;0.6067890416888204;0.42041215028582113;1.0;0.7274575886339234;0.557156130863542
36;0.4448113978471744;0.7807629974174617;0.9348824354013817;0.6529682682535678;0.5244822535666456;0.8640737037891522;0.6094935360338054;0.6882625486467848;0.5332387319992726;0.33929735566924546;1.0;0.7274575886339234;0.7273993261519245
37;0.5217406153695703;0.48774184136042287;0.2753126578529442;0.15893269447225855;0.5878807750531234;0.6630112422755188;0.49334098364922185;0.6011826812014824;0.6508819595944506;0.8374906484561782;0.0;0.5709135822252762;0.6303941380154681
38;0.44411736555296477;0.5613536442253722;0.31732094321207244;0.27129363270971313;0.18328505107595272;0.21304140029460306;0.021735160615186516;0.24813979269934716;0.39514627764164734;0.850099629236722;0.0;0.4847210723481464;0.8742051295000077
39;0.13555110119888356;0.4811858279074359;0.54473487687625;0.4490820888611609;0.2919348275954776;0.22466022851750678;0.674409764807824;0.49807508730911376;0.44196552439920855;0.09263726934438757;0.0;0.5468337082251702;0.18563398556715638
40;0.4965523550583285;0.7024744649733261;0.23062012118467257;0.29815285484285886;0.052469296282658506;0.26087731413274606;0.43493652299028135;0.26861672037440965;0.4123324746389171;0.810483709718246;0.0;0.6051991400452147;0.3195890319475283
41;0.7905328909561613;0.34182777152303245;0.4981738855190828;0.732805778841455;0.6470747800230519;0.46259005047032664;0.2016334289915716;0.6558327256260181;0.15864576239016426;0.6248461423918067;0.0;0.5563126989595957;0.10722079110294636
42;0.37573446786812825;0.4743500198538593;0.6999019036275187;0.7777826928035498;0.19635630058238873;0.6605419153372887;0.49875359116105017;0.36250188922123705;0.8786456224874846;0.8150469273766481;0.0;0.7495787942372091;0.20363387481234263
43;0.1575026624939175;0.5304644943375099;0.8520752758671795;0.6445538660758137;0.4625728425015725;0.5301456224168986;0.12427323016351925;0.5753717948412307;0.5198680388801828;0.5592442247603805;0.0;0.6505589457266567;0.762888122056351
44;0.33294262240271155;0.5353379038132742;0.48990120344292454;0.3941082859230261;0.2767159223303648;0.12639660614502946;0.15166063851240477;0.6799681108174171;0.49246190296739956;0.76607004112708;0.0;0.27083238844379687;0.5230695647221179
45;0.7553518439642468;0.5497663889430457;0.7576062111591226;0.5461580785970201;0.44326738359564466;0.6839388391674748;0.5848574736330001;0.3027100148382589;0.22210363745780426;0.4272576605346342;0.0;0.6613274803995761;0.2984137226731912
46;0.5266560506238069;0.5377533038898523;0.24345080956150053;0.5172628729425848;0.2786455523855973;0.7589542784554646;0.2728893757887781;0.47045207737927175;0.31202588772183926;0.4841702432683702;0.0;0.45755686171828885;0.7640359806755836
47;0.7625185997150261;0.4143835809654295;0.20981134806435425;0.5120236060639851;0.2341309750130982;0.6038701571748988;0.1776695857338867;0.45488103983239814;0.3450835531607178;0.5509661220996548;0.0;0.527232314562202;0.3906554859583552
48;0.158102189741718;0.7251903908774393;0.5691767870502389;0.6821424286328015;0.5757042469735527;0.5479188712552261;0.40538371659238576;0.2414007091620487;0.5340132258349621;0.526925909659398;0.0;0.44604534481878405;0.7334498430341085
49;0.6470954154143373;0.7452885865141576;0.3346637056076377;0.5729771395192989;0.6588632406346075;0.627035250726319;0.1809493704729812;0.267833519635869;0.43596901405573363;0.6854284023758261;0.0;0.7311610678860277;0.7981637303519735
50;0.7138949692129412;0.7786162907069167;0.3497527122876658;0.4422806333827179;0.5902072467839017;0.40911959841474066;0.15523481037595319;0.6540738567359243;0.5840479731311508;0.8731439308911995;0.0;0.7210702024126755;0.7468890410601956
51;0.8537465306420547;0.325548076964842;0.517599237601092;0.4817371518312635;0.7968126670820077;0.5581999950235663;0.3601871752596302;0.5926580333034259;0.5936999650268666;0.6288453779968732;0.0;0.4095926633823894;0.828733365204289
52;0.7780947682314291;0.5329172728099749;0.29085383544513654;0.33242221924778786;0.4265075557192355;0.2937652769408934;0.04703835438140787;0.38091096380089606;0.7762485409122739;0.7311618935137438;0.0;0.45399965138976073;0.09543510543660838
53;0.8223542605879426;0.6933162167376397;0.42783013278267557;0.011429910307185598;0.4928240844531835;0.2912643845781697;0.5000792527258993;0.520028999319412;0.5979409325295937;0.6939136101004901;0.0;0.531064120583959;0.6228922391415754
54;0.5393158380440761;0.2871398688935187;0.5863720068952639;0.864745681817624;0.6238422122681258;0.3909918143020461;0.13419399586757488;0.35491046751984445;0.30613664883957126;0.4205096276521718;0.0;0.38111351150280054;0.6794427756291641
55;0.44667168086648934;0.71323172327281;0.15599522460620452;0.47168876699754697;0.34809379010199737;0.5872469805541607;0.32271465491775253;0.3551621448016693;0.3643670703789007;0.8150658755923443;0.0;0.1653928431246743;0.6560274038158194
56;0.5513971542576958;0.49335532967918194;0.4384652380642383;0.7875679325907274;0.49101548438779874;0.6495257477988883;0.3183012730643275;0.5043581208643477;0.5111159729747075;0.47912369443643177;0.0;0.49332998538279393;0.3408618696281914
57;0.32524352285037517;0.6221010714120307;0.655124251249878;0.6795250894520481;0.4375383943450093;0.8878018990087886;0.026252585094531357;0.5511523370720477;0.6556801430482977;0.41599150372237226;0.0;0.4559049043598276;0.7664340470399227
58;0.8910299961123107;0.3535066965020013;0.46287796709590406;0.37015800001742344;0.5264643619035116;0.6681351358425365;0.32653182500108174;0.22207279143865932;0.40721157314354417;0.8716634583608829;0.0;0.36126536265134657;0.18785339510414378
59;0.42262028538042284;0.45641133729720806;0.24816548465116114;0.3186674703421159;0.8062300503129323;0.41408870393394914;0.5204480584726815;0.28678888065795416;0.7145026103015775;0.44408336458678066;0.0;0.44934623923809863;0.07714082052677296
60;0.24289130555640367;0.5546308306435765;0.2018583954533427;0.5365594372812366;0.6610684949000047;0.594958454852567;0.13015463914753883;0.5186554886691059;0.15245828309162923;0.743494245107156;0.0;0.5655498350751015;0.46580052742329714
61;0.8111958918175805;0.6103194532037044;0.36711142060077046;0.45703676034003266;0.3833368755796396;0.232899901714408;0.5066449479628132;0.7244959928309811;0.40364883915787875;0.7366617869963306;0.0;0.9610510008048319;0.6654822654061692
62;0.6095198007802883;0.22240861122000943;0.34855746196752047;0.3403077121857962;0.5751876823787858;0.5416939715435691;0.2621243247564411;0.5068449093961558;0.6954493603715077;0.5593932075191768;0.0;0.3684047530164393;0.393822217999097
63;0.4477995075196819;0.1556694986951932;0.7186226337595529;0.47607804186742114;0.27428548353271687;0.6821141386469773;0.057824572920045086;0.3568943080033682;0.8662700317790843;0.0973778836787215;0.0;0.7729411255790004;0.3451994623333553
64;0.5397029905168357;0.6836639620581195;0.36329108386194015;0.34747506683059187;0.5573132764353552;0.4899464252738863;0.25076821936035976;0.2504243245950466;0.37225743587789695;0.25236110737185924;0.0;0.34744832886467647;0.17248758781430917
65;0.6666510992573383;0.5964641534199409;0.5830902494305717;0.7659117467583119;0.08852538470141025;0.5315199793516936;0.3085960120296839;0.23016606304161602;0.035446832953106244;0.3685711231967913;0.0;0.37571263343763145;0.8893698991542491
66;0.3049964770112482;0.5935788464064116;0.03105405422768825;0.5070606424379338;0.5346613872444694;0.6299440942145689;0.6868099267657144;0.4370462581231713;0.6456202635345842;0.26378317115106686;0.0;0.539188877021544;0.5271678533659098
67;0.4177849847089061;0.38504864077606094;0.6929962948850735;0.8584051791836642;0.5301451171763043;0.6006750957988287;0.6924351099093378;0.6157269037775475;0.2785520626365403;0.23102310437393467;0.0;0.32919773444232564;0.6137739750098046
68;0.762263198181547;0.7525801142870208;0.5115236808854213;0.553148687033524;0.17676011255272162;0.8139295193041884;0.3130323143833339;0.2551134943484801;0.7672081839746241;0.5292057209223537;0.0;0.3682953493696485;0.5983913163335486
69;0.3872583106761819;0.7145538073577358;0.4301300180707462;0.6725976707935197;0.4852897917106531;0.6069786757741842;0.2792999469761402;0.4093665766022241;0.6320197420226368;0.5773274996128748;0.0;0.33084346564250716;0.43186692285454253
70;0.2921549528776741;0.49098310239390575;0.758572605235234;0.3754599592094315;0.49390423929065563;0.5445806875559858;0.43752990871882275;0.22871351952415786;0.6136724415953445;0.5018406665031636;0.0;0.6723697836873239;0.2270222747638847
71;0.5073518490929362;0.4442938695066756;0.06236726177648363;0.4597527334476869;0.6186522479147547;0.6245940714815612;0.6261561539012566;0.6475216976923921;0.06107863339659414;0.8017629357088811;0.0;0.8475069851822349;0.13034914896390504
72;0.8151848443136798;0.4374961336610106;0.3864669596510358;0.5298959475488514;0.7619566534440747;0.49222617073309904;0.22687879391145363;0.7112252161728758;0.4403069497124711;0.2820948285349457;0.0;0.49708024812831764;0.3827225429021184
73;0.4928816457359092;0.3846313706885178;0.23337050495283132;0.7588423210408843;0.5153772437207012;0.6167573900651799;0.1603095887571824;0.2232032679127549;0.2523489608921119;0.2548765970860293;0.0;0.5802586915380841;0.4049394458092088
74;0.4151289103904441;0.5466781374616891;0.2837044592397347;0.481372386245635;0.7112495835132648;0.7053168933285419;0.34961486644334394;0.3880888623572094;0.3073132472144844;0.447893996922503;0.0;0.32704907632741936;0.31825866463888985
75;0.6638239366933462;0.1364787700765353;0.795292323150951;0.5366507263841584;0.6389328012941347;0.3864841932234937;0.0050293880413371005;0.5994712775133095;0.6478048250912134;0.5580285607994023;0.0;0.41816985519787;0.784490828093471
76;0.6062412014494465;0.2493132559909812;0.6841708547293311;0.7227039444312422;0.6665909590169543;0.3262557186603643;0.37915143297946474;0.37053234937006874;0.3095132216954023;0.3134331795814803;0.0;0.1492289426231533;0.5386561979862192
77;0.5045647512015904;0.6106693269089121;0.5881333307566315;0.42672194044211814;0.34034799521374715;0.56979295033871;0.4448486495184142;0.27613971334772724;0.6728831501945394;0.6105965535597324;0.0;0.6343882224629879;0.6765256904049628
78;0.49423873537150576;0.6235203061824448;0.1673790896329023;0.40078787671111776;0.30314271336872634;0.6020717594702418;0.791026249834781;0.7831183388197189;0.14407796268302142;0.6013974168548527;0.0;0.4778127758652847;0.04555953775270538
79;0.820208063017857;0.6171643651881711;0.5936641826526521;0.4261424619171614;0.7561960815614579;0.5453835686859654;0.23215930716352093;0.518759510856138;0.5278254648504368;0.43496198780878614;0.0;0.345138452717914;0.7358290525265201
80;0.10425765659481828;0.4346868062614835;0.6494154564142991;0.6102208511146332;0.4260453787454146;0.8570963004082952;0.1709333668894511;0.23903725284716604;0.483162344293273;0.36999441222964313;0.0;0.4575916854769505;0.5299508058433878
81;0.41531653261422485;0.6295011129042685;0.5335224974974516;0.6565036255603562;0.5091851619983128;0.3668064902561714;0.14987259444069184;0.4234704996894436;0.7999666963467782;0.5311103261222031;0.0;0.4056275722279363;0.9800553376853036
82;0.5815347788105844;0.7710211798871418;0.04643497234086754;0.7143790787794115;0.6542311237582303;0.3972669696281992;0.7843785036903865;0.5496929256095813;0.32324250642860153;0.8060495647433106;0.0;0.6562712495542957;0.48861388958018637
83;0.6946036091092701;0.23641457153189727;0.5946805885725096;0.4453820984343479;0.3125149635149831;0.3165458190911492;0.6788557435678236;0.6567253712622927;0.26989042472418;0.43509220994386777;0.0;0.7360558089844474;0.7545481157392535
84;0.3348664766114833;0.37228567088585596;0.5798140104168056;0.5454397504599386;0.47385362774336914;0.7497023391773936;0.52632473231931;0.09286383088745342;0.3597139409303268;0.16037980257201653;0.0;0.799872343265936;0.18458568315647017
85;0.31341276928199147;0.48412496787795156;0.2760753732767364;0.6464586663205274;0.46377231158189214;0.783954041741489;0.629118066073862;0.6586189053236255;0.5389364569326376;0.5943651739090345;0.0;0.751570124749071;0.634957083735507
86;0.6304138780252976;0.5358772740744513;0.49526945163227326;0.44667843981106;0.15503478275005045;0.37234601439547066;0.320444145557239;0.4387609301284172;0.47951119797725283;0.7247307479078615;0.0;0.5096095659877788;0.36423048788420287
87;0.7813675466192357;0.24314489767614234;0.339120359723113;0.17353558551935788;0.7800768272483087;0.5327689108469988;0.1836815298728304;0.6862486649638004;0.3687846541028441;0.42344381261257424;0.0;0.5474148708302343;0.1740261374570593
88;0.6893611725009964;0.3644699038017265;0.8143176834325819;0.6164479153124307;0.4185378326118594;0.6021885646115974;0.0382510498984306;0.32308518840441725;0.7443048458128774;0.4917407247436627;0.0;0.8655958236574203;0.3760460265638309
89;0.4322383204332457;0.5954977550812002;0.1506456330736182;0.28414616112671714;0.46596799855048876;0.12884161037179664;0.42572494785626946;0.5558276676563789;0.312707932348641;0.3746669251496634;0.0;0.6687819227925175;0.3721049598338494
90;0.6121415556989012;0.597520590085554;0.6429776807634131;0.22878112025595498;0.47634373063381497;0.8059192829407218;0.3585610273812177;0.22752633918274334;0.7333779898430692;0.32594498515798853;0.0;0.6876139138252418;0.19546101080143863
91;0.33590303817228884;0.5146636948476591;0.5480813648660875;0.7368792688919792;0.40121006315027996;0.6466048080992555;0.2747948539289057;0.25260670298385435;0.8256770230994472;0.37992095094616196;0.0;0.10315881600600235;0.4718461549167585
92;0.5371569710548569;0.5405169051272978;0.10601082800872497;0.09364255528434656;0.09662644063492243;0.5452446286523107;0.6145564738455794;0.601962780630771;0.4565591122694126;0.37008260641548163;0.0;0.5234829107353834;0.24030693935481318
93;0.7225551764012447;0.2575938175301209;0.40127778999309194;0.5926075556862154;0.9524762939039717;0.1976414000673361;0.2808662407196196;0.39469002529383523;0.4371474930518241;0.8498362174306759;0.0;0.6977721231347811;0.14655682800355863
94;0.3716944099871078;0.10997646396464233;0.5460126840558434;0.5161207692023744;0.3574621799341027;0.4792340028160531;0.38340878430389175;0.42689998947489016;0.4688384408915285;0.21934173583562047;0.0;0.6772532189221591;0.7527285672407078
95;0.389371267552753;0.6218177532115936;0.004583726993727494;0.14323945877921185;0.5132453815715547;0.671612540157974;0.08355268483301913;0.22456339301705164;0.45326882072678365;0.5370331345647862;0.0;0.014751722590222439;0.7129857270793993
96;0.4482166284809427;0.5627138516135952;0.6489294299095265;0.43331241684910243;0.5621209361594732;0.5292077805598585;0.2771652768533094;0.2703582015779791;0.4871851742571912;0.30725839645841424;0.0;0.5712224952385696;0.7636479959987423
97;0.9573371756099314;0.4691649275546004;0.6507032311348273;0.5145149569845515;0.9059209767927707;0.4226995287561892;0.5386400139505104;0.3765289450755853;0.46055732865391286;0.7341603966986564;0.0;0.7544781925036802;0.8324335447302658
98;0.7616665230151966;0.3932100210073175;0.43798160222699944;0.48461161086483834;0.2850476014372516;0.23358995547310535;0.0632300341212713;0.7936294832528761;0.8377259949989231;0.4714236916679404;0.0;0.4870389078439838;0.3740226404148981
99;0.6506109851244619;0.593469032673279;0.5827891986191713;0.5646916234568045;0.19021416697043536;0.6021750787935143;0.008860637345262093;0.4939742214821923;0.5840148346579539;0.4863783111445117;0.0;0.7203811265675553;0.307229413038306
100;0.6173533490162041;0.5353141890648168;0.7622090196196113;0.3847448589522204;0.6710342865550158;0.7679336324552326;0.058942286723266145;0.6698302729298256;0.5520987364432124;0.6708064560595192;0.0;0.2680495883776679;0.8700632182343604
101;0.6435807775539963;0.22257803329278136;0.48447020488274056;0.7726048023927952;0.45850270605452703;0.49779609986392015;0.06854252587960241;0.5431710607822069;0.5265567485760716;0.31384659770279577;0.0;0.47795518489839994;0.38779987814327643
102;0.4977178337588213;0.3353351869340768;0.3365873568860564;0.6842706954820961;0.4447689646119555;0.6987247022506708;0.26238476630196156;0.1660493972762973;0.4403975240115555;0.42538168776671803;0.0;0.3169581596551319;0.9680002585819998
103;0.5371900355987395;0.2506569303895283;0.6705543764980428;0.8271027589773023;0.10508433700148023;0.6109731677938683;0.9503407362054342;0.44578736746727987;0.11371886407429577;0.49179410455767514;0.0;0.6875349677199251;0.4276294745283671
104;0.6791086093354552;0.78485118070535;0.49554253880773713;0.7630658052548172;0.557938685119701;0.43914810752840405;0.5921777710478953;0.5823314592780129;0.4552271181879035;0.28912844403798865;0.0;0.478305014826349;0.12146862586908691
105;0.6531482252798625;0.903578230234559;0.518490462649186;0.5694652445165178;0.4412686815307616;0.2190831493324361;0.209069729123875;0.261580517737376;0.69359671369851;0.23147784139187624;0.0;0.4120458759023417;0.7400774837791222
106;0.7186688912038026;0.5924068302507477;0.41831260316826524;0.5728699998363422;0.632523771056005;0.40521620582361506;0.23112440012346416;0.38623523273436966;0.38381461582843324;0.33584362183353367;0.0;0.4257149333709683;0.5506941351613761
107;0.8039098509931607;0.3037715434765351;0.19851448331574043;0.2875436326070075;0.32938103286360265;0.6226720768728955;0.02629813294218343;0.5651728323464678;0.3031352372572941;0.5887106512746657;0.0;0.5498512694671669;0.5071277364608741
108;0.2334492753793694;0.4643925238170352;0.08939125189080463;0.555435842142793;0.2741653069559118;0.35768230005263746;0.7643681851305706;0.8393201762631799;0.45018600362088;0.36606978827052794;0.0;0.12392363254833347;0.6846225574399303
109;0.3504435320721302;0.7744723261086914;0.10613130214383569;0.2673818716726582;0.40288617930777804;0.6189201568574039;0.5516490204962682;0.5313755238149085;0.3520496423612316;0.425907112231642;0.0;0.4015689899412002;0.6737477981339239
110;0.3398175518380294;0.6293806829029522;0.18992044651652754;0.3979686913053338;0.28171864169112126;0.3821878229453948;0.10178523798541715;0.4917232900582622;0.5065905174005314;0.7465240906783225;0.0;0.37230915023156996;0.2562186922102828
111;0.5752277723447302;0.7333458549743961;0.22569705808876034;0.5755628694670207;0.39865418441997647;0.6215308393548975;0.15265313675881745;0.6344750576717608;0.49029419130530727;0.6409081601732889;0.0;0.28959854990271405;0.13633838063364812
112;0.49939953702927375;0.6048210836117605;0.3792727598550188;0.4126283861242936;0.6234017126556934;0.48938587230291564;0.18342808043259481;0.5366178356681912;0.37488179518932174;0.5422753457175541;0.0;0.31093761271939;0.22071669657351511
113;0.470752485279888;0.9316687863826436;0.8254652385759199;0.5853441409469444;0.5156109704442016;0.34223270289019814;0.735138645019866;0.11989623698904506;0.24417774367548917;0.8903582638485517;0.0;0.5089246249758858;0.6686134460863304
114;0.2672890549093806;0.6923567308059253;0.3177464169376045;0.5803729465255703;0.5158861273184987;0.1972864557381755;0.6797046095137075;0.3784344752478086;0.3371516311921181;0.5603103120193619;0.0;0.3955481318371378;0.09369030501732434
115;0.4826889136535899;0.4757155197140106;0.654237211615693;0.699952577291078;0.538324369782508;0.5569582371897099;0.043027062059996776;0.19848364061816337;0.5722639455183296;0.5844372126952336;0.0;0.521154521549085;0.3726233363301261
116;0.2515479498291421;0.268486690505906;0.41520426828175383;0.47524539758805756;0.36802370893740166;0.40634255206625247;0.14071175561844362;0.7275410971401088;0.45388065493775986;0.6520628524410507;0.0;0.35721418130908644;0.18748505655984504
117;0.5988080437272852;0.37387379710555724;0.3492360032870284;0.6546513981428508;0.5790550537772676;0.4972139296809981;0.46581027590573415;0.4456085180217402;0.31126513983164783;0.3812970027652629;0.0;0.6518722720510427;0.6715551657895613
118;0.46354937832451004;0.5347608178336323;0.4043902461636234;0.45060049328113977;0.44738052167334996;0.5789801802303725;0.6600850966657117;0.672018782196746;0.6905644060602614;0.6098872396868528;0.0;0.16313644959779913;0.31394344630965354
119;0.5076907736263371;0.537562600745348;0.25285140054759675;0.591510446559123;0.25720995895424226;0.6112343703420224;0.4364730678969523;0.39182670536823405;0.4911872957135892;0.5298773028656228;0.0;0.32495604105904463;0.3113262338821615
